alert_id,type,title,message,item_id,time_ago,risk_score
ALT-0659,warning,Low Stock Warning,White Sugar stock is running low (27 units remaining),40-683-0283,2 hours ago,71
ALT-0666,warning,Low Stock Warning,Tilapia stock is running low (30 units remaining),46-255-3073,1 hour ago,71
ALT-0680,warning,Low Stock Warning,Pomegranate stock is running low (59 units remaining),76-401-7083,1 hour ago,71
ALT-1051,warning,Low Stock Warning,Mozzarella Cheese stock is running low (55 units remaining),43-193-9915,5 hours ago,71
ALT-1061,warning,Low Stock Warning,Corn Oil stock is running low (32 units remaining),36-383-3677,2 hours ago,71
ALT-1233,warning,Low Stock Warning,Orange stock is running low (36 units remaining),63-874-9747,46 mins ago,71
ALT-1274,warning,Low Stock Warning,Ricotta Cheese stock is running low (64 units remaining),49-579-4325,1 hour ago,71
ALT-1279,warning,Low Stock Warning,Peanut Oil stock is running low (38 units remaining),11-891-8213,5 hours ago,71
ALT-1298,warning,Low Stock Warning,Corn Oil stock is running low (28 units remaining),44-368-7112,3 hours ago,71
ALT-0060,warning,Low Stock Warning,Short Grain Rice stock is running low (60 units remaining),43-893-5408,4 hours ago,70
ALT-0066,warning,Low Stock Warning,Butter stock is running low (51 units remaining),43-693-2092,4 hours ago,70
ALT-0082,warning,Low Stock Warning,Green Coffee stock is running low (62 units remaining),36-918-2937,48 mins ago,70
ALT-0231,warning,Low Stock Warning,Eggplant stock is running low (31 units remaining),48-957-6116,2 hours ago,70
ALT-0257,warning,Low Stock Warning,Mango stock is running low (89 units remaining),10-002-6494,4 hours ago,70
ALT-0300,warning,Low Stock Warning,Black Rice stock is running low (68 units remaining),70-587-1204,39 mins ago,70
ALT-0455,warning,Low Stock Warning,Blueberries stock is running low (28 units remaining),84-272-0790,1 hour ago,70
ALT-0499,warning,Low Stock Warning,White Sugar stock is running low (14 units remaining),22-319-1377,3 hours ago,70
ALT-0546,warning,Low Stock Warning,Sesame Oil stock is running low (77 units remaining),83-573-4586,1 hour ago,70
ALT-0653,warning,Low Stock Warning,Bread Flour stock is running low (25 units remaining),55-803-3964,2 hours ago,70
ALT-0734,warning,Low Stock Warning,Carrot stock is running low (18 units remaining),68-636-4774,2 hours ago,70
ALT-1064,warning,Low Stock Warning,Evaporated Milk stock is running low (70 units remaining),96-209-1739,2 hours ago,70
ALT-1100,warning,Low Stock Warning,Digestive Biscuit stock is running low (40 units remaining),47-441-7682,5 hours ago,70
ALT-1204,warning,Low Stock Warning,Asparagus stock is running low (34 units remaining),82-931-7126,4 hours ago,70
ALT-1250,warning,Low Stock Warning,Pomegranate stock is running low (22 units remaining),71-015-9181,4 hours ago,70
ALT-1271,warning,Low Stock Warning,Whole Wheat Flour stock is running low (60 units remaining),44-634-8292,2 hours ago,70
ALT-1436,warning,Low Stock Warning,Green Tea stock is running low (64 units remaining),55-680-0982,31 mins ago,70
ALT-0005,warning,Low Stock Warning,Black Rice stock is running low (30 units remaining),06-955-3428,2 hours ago,69
ALT-0062,warning,Low Stock Warning,Mango stock is running low (24 units remaining),11-316-8405,2 hours ago,69
ALT-0217,warning,Low Stock Warning,Cod stock is running low (31 units remaining),88-069-5486,43 mins ago,69
ALT-0224,warning,Low Stock Warning,Short Grain Rice stock is running low (53 units remaining),19-967-0632,3 hours ago,69
ALT-0359,warning,Low Stock Warning,Blueberries stock is running low (23 units remaining),32-933-0329,2 hours ago,69
ALT-0388,warning,Low Stock Warning,Rice Flour stock is running low (31 units remaining),22-895-6595,3 hours ago,69
ALT-0414,warning,Low Stock Warning,Buttermilk stock is running low (52 units remaining),83-763-5038,2 hours ago,69
ALT-0446,warning,Low Stock Warning,Tuna stock is running low (25 units remaining),94-020-6982,5 hours ago,69
ALT-0480,warning,Low Stock Warning,Grapes stock is running low (22 units remaining),15-679-3935,1 hour ago,69
ALT-0503,warning,Low Stock Warning,Long Grain Rice stock is running low (69 units remaining),22-083-3347,2 hours ago,69
ALT-0638,warning,Low Stock Warning,Butter stock is running low (36 units remaining),43-164-5984,4 hours ago,69
ALT-0707,warning,Low Stock Warning,Cauliflower stock is running low (87 units remaining),71-436-5841,3 hours ago,69
ALT-0792,warning,Low Stock Warning,Green Coffee stock is running low (29 units remaining),74-305-1263,1 hour ago,69
ALT-0794,warning,Low Stock Warning,Grapes stock is running low (37 units remaining),53-151-5726,2 hours ago,69
ALT-0809,warning,Low Stock Warning,Egg (Turkey) stock is running low (39 units remaining),10-218-2680,5 hours ago,69
ALT-0835,warning,Low Stock Warning,Chocolate Biscuit stock is running low (37 units remaining),76-476-9996,2 hours ago,69
ALT-0911,warning,Low Stock Warning,Lemon stock is running low (59 units remaining),56-054-8664,5 hours ago,69
ALT-0991,warning,Low Stock Warning,Buttermilk stock is running low (69 units remaining),97-093-4278,3 hours ago,69
ALT-1096,warning,Low Stock Warning,Apricot stock is running low (55 units remaining),34-369-7712,1 hour ago,69
ALT-1155,warning,Low Stock Warning,Onion stock is running low (50 units remaining),05-425-0746,1 hour ago,69
ALT-1174,warning,Low Stock Warning,Palm Oil stock is running low (44 units remaining),45-317-9731,3 hours ago,69
ALT-1198,warning,Low Stock Warning,Pomegranate stock is running low (17 units remaining),47-221-2470,3 hours ago,69
ALT-1445,warning,Low Stock Warning,Parmesan Cheese stock is running low (38 units remaining),28-146-2641,2 hours ago,69
ALT-0001,warning,Low Stock Warning,Sushi Rice stock is running low (22 units remaining),29-205-1132,3 hours ago,68
ALT-0199,warning,Low Stock Warning,Tuna stock is running low (25 units remaining),87-791-5803,2 hours ago,68
ALT-0255,warning,Low Stock Warning,Swiss Cheese stock is running low (50 units remaining),97-040-3822,3 hours ago,68
ALT-0306,warning,Low Stock Warning,Pomegranate stock is running low (92 units remaining),90-492-0564,1 hour ago,68
ALT-0320,warning,Low Stock Warning,White Tea stock is running low (50 units remaining),65-282-0419,4 hours ago,68
ALT-0598,warning,Low Stock Warning,Ricotta Cheese stock is running low (49 units remaining),76-090-4411,3 hours ago,68
ALT-0782,warning,Low Stock Warning,Cabbage stock is running low (62 units remaining),79-428-8753,1 hour ago,68
ALT-0953,warning,Low Stock Warning,Spinach stock is running low (45 units remaining),74-818-3306,1 hour ago,68
ALT-1003,warning,Low Stock Warning,Oatmeal Biscuit stock is running low (28 units remaining),69-834-2874,5 hours ago,68
ALT-1352,warning,Low Stock Warning,Green Beans stock is running low (26 units remaining),54-281-3746,46 mins ago,68
ALT-0183,warning,Low Stock Warning,Sourdough Bread stock is running low (34 units remaining),75-029-9003,2 hours ago,67
ALT-0196,warning,Low Stock Warning,Black Rice stock is running low (79 units remaining),90-737-0044,2 hours ago,67
ALT-0296,warning,Low Stock Warning,Sunflower Oil stock is running low (88 units remaining),01-439-6231,1 hour ago,67
ALT-0532,warning,Low Stock Warning,Coconut stock is running low (16 units remaining),21-718-6746,4 hours ago,67
ALT-0700,warning,Low Stock Warning,Corn Oil stock is running low (70 units remaining),21-693-8216,38 mins ago,67
ALT-0705,warning,Low Stock Warning,Green Tea stock is running low (39 units remaining),32-987-5559,2 hours ago,67
ALT-0085,warning,Low Stock Warning,Sourdough Bread stock is running low (59 units remaining),69-468-5468,47 mins ago,66
ALT-0206,warning,Low Stock Warning,Tuna stock is running low (58 units remaining),44-538-3366,3 hours ago,66
ALT-0282,warning,Low Stock Warning,White Sugar stock is running low (24 units remaining),38-417-4656,53 mins ago,66
ALT-0686,warning,Low Stock Warning,Watermelon stock is running low (51 units remaining),21-993-5632,2 hours ago,66
ALT-0901,warning,Low Stock Warning,Coconut Oil stock is running low (54 units remaining),52-029-2382,3 hours ago,66
ALT-0164,warning,Low Stock Warning,Arabica Coffee stock is running low (62 units remaining),31-969-4614,4 hours ago,65
ALT-0435,warning,Low Stock Warning,Heavy Cream stock is running low (57 units remaining),39-315-3936,4 hours ago,65
ALT-0464,warning,Low Stock Warning,Milk stock is running low (74 units remaining),89-602-6755,4 hours ago,65
ALT-0549,warning,Low Stock Warning,Coconut Sugar stock is running low (51 units remaining),02-895-7781,4 hours ago,65
ALT-0476,warning,Low Stock Warning,Butter Biscuit stock is running low (33 units remaining),65-759-3721,59 mins ago,64
ALT-1458,warning,High Demand Detected,Fruits & Vegetables category showing 40% increase,,19 hours ago,55
ALT-1456,info,System Maintenance,Scheduled backup completed successfully,,1 day ago,25
ALT-1457,info,Inventory Sync,All warehouse locations synchronized,,1 day ago,20
